NumH,Regg,sx,NacCria,Padre,RegPad,Madre,RegMad,CONS,DEP_PN,EX_PN,DEP_MAT_PN,EX_MAT_PN,DEP_PD,EX_P205,DEP_LECHE,EX_LECHE,DEP_MAT_TOTAL,DEP_P365,EX_P365,DEP_CE365,EX_CE365,DEP_P550,EX_P550,DEP_CE550,EX_CE_550,DEP_P730,EX_P730,DEP_CE730,EX_CE730,MGT,CRIADOR,ULTIMO_PROPIETARIO
680/16    ,01-55055,H,07/12/2016,304/4     ,01-47608,616/06    ,01-29196,"0,01","-0,576520314547838","0,558286609031449","-0,0150786369593709","0,954472168184527","3,7792752293578","0,427464258071603","1,83953276539974","0,386788494560123","3,72917038007864","1,72876605504587","0,392330996877778","0,0938682830930537","0,456435464587638","0,70793250327654","0,435595812583975","0,325032765399738","0,371362959597742","-0,124889252948886",0,"-0,0069272608125819",0,"0,156919872269383",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
721/16    ,01-55053,M,17/11/2016,973/4     ,01-28645,930/11    ,01-44533,"0,01","-1,66602031454784","0,56577701167775","0,0909213630406291","0,954472168184527","-1,8297247706422","0,432519234239644","0,334032765399738","0,36270303551441","-0,580829619921363","-1,76773394495413","0,387067731245358","0,0753682830930537","0,579700467119828","-2,49106749672346","0,429528930262853","0,273532765399738","0,615684305613765","-0,104889252948886",0,"-0,0094272608125819",0,"-0,0633447168662225",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
719/16    ,01-55052,M,15/11/2016,304/4     ,01-47608,754/08    ,01-35127,"0,01","-0,460020314547838","0,5803340113821","0,0759213630406291","0,954472168184527","4,1247752293578","0,435019699347582","1,38053276539974","0,340484331782818","3,44292038007864","1,83876605504587","0,394931617046365","0,0178682830930537","0,592644978191361","1,08743250327654","0,342721126745202","0,0415327653997377","0,355710346695551","-0,138389252948886",0,"-0,0134272608125819",0,"0,13778329351196",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
715/16    ,01-55046,M,31/10/2016,304/4     ,01-47608,752/08    ,01-35126,0,"-0,330020314547837","0,5803340113821","0,193421363040629","0,953474591468505","4,3192752293578","0,437502561733035","1,32603276539974","0,324709492615629","3,48567038007864","1,16526605504587","0,335343640379323","0,0578682830930537","0,456435464587638","0,582432503276539","0,457465939767243","0,155532765399738","0,631008432424674","-0,135389252948886",0,"0,0000727391874181006",0,"0,135236693071131",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
674/16    ,01-55050,H,25/10/2016,304/4     ,01-47608,610/06    ,01-29193,"0,01","-0,626520314547838","0,5803340113821","0,0649213630406291","0,954472168184527","2,9812752293578","0,437502561733035","0,867032765399738","0,383455488708231","2,35767038007864","5,04676605504587","0,400072848029154","0,0118682830930537","0,456435464587638","4,81243250327654","0,448877634246654","0,0180327653997377","0,371362959597742","-0,150389252948886",0,"-0,0174272608125819",0,"0,201858678584845",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
676/16    ,01-55051,H,25/10/2016,304/4     ,01-47608,646/06    ,01-29873,"0,01","-0,339520314547837","0,5803340113821","-0,0105786369593709","0,955458163456048","1,3527752293578","0,435019699347582","0,680532765399738","0,406112610144524","1,35692038007864","1,34776605504587","0,40513660002836","0,0628682830930537","0,456435464587638","0,38943250327654","0,454625857572259","0,0120327653997377","0,371362959597742","-0,174889252948886",0,"-0,0219272608125819",0,"0,0636160174373028",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
672/16    ,01-55049,H,11/10/2016,304/4     ,01-47608,728/07    ,01-34584,0,"-0,391020314547837","0,573124334320812","0,145421363040629","0,954472168184527","3,5452752293578","0,435019699347582","1,82203276539974","0,380088167267146","3,59467038007864","2,65626605504587","0,397512104238189","-0,0101317169069463","0,456435464587638","2,52493250327654","0,44596861588485","0,152532765399738","0,371362959597742","-0,111389252948886",0,"-0,0074272608125819",0,"0,167667041622301",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
713/16    ,01-55045,M,05/10/2016,304/4     ,01-47608,660/06    ,01-30652,"0,03","-0,696020314547837","0,5803340113821","-0,0105786369593709","0,954472168184527","2,2567752293578","0,437502561733035","0,557532765399738","0,340484331782818","1,68592038007864","2,15576605504587","0,407640325434856","-0,224631716906946","0,592644978191361","-0,455067496723461","0,461684704908117","-0,302967234600262","0,638444939128276","-0,198889252948886",0,"-0,0104272608125819",0,"0,0365974868397304",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
668/16    ,01-55047,H,05/10/2016,304/4     ,01-47608,764/08    ,01-35131,"0,02","-0,878520314547838","0,56577701167775","0,160421363040629","0,953474591468505","4,0887752293578","0,424909104048591","0,660532765399738","0,324709492615629","2,70492038007864","0,97726605504587","0,397512104238189","0,0568682830930537","0,456435464587638","0,71193250327654","0,438590541046271","0,202532765399738","0,355710346695551","-0,212889252948886",0,"0,0010727391874181",0,"0,121808093002146",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
670/16    ,01-55048,H,05/10/2016,304/4     ,01-47608,844/10    ,01-39909,"0,01","-0,559020314547838","0,56577701167775","0,127421363040629","0,954472168184527","4,6477752293578","0,427464258071603","1,08903276539974","0,380088167267146","3,41292038007864","4,56176605504587","0,394931617046365","-0,0351317169069463","0,474249175752319","3,64593250327654","0,437096347318026","0,105532765399738","0,371362959597742","-0,0983892529488859",0,"0,0255727391874181",0,"0,21815052645694",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
666/16,01-55044,H,21/09/2016,304/4     ,01-47608,664/06    ,01-30654,0,"-0,354020314547837","0,483296109578464","0,129921363040629","0,955458163456048","3,0677752293578","0,386978306658995","1,04403276539974","0,396590225942126","2,57792038007864","1,97976605504587","0,341535979651962","0,0578682830930537","0,456435464587638","3,37193250327654","0,373092181655832","0,350032765399738","0,371362959597742","-0,125889252948886",0,"0,0045727391874181",0,"0,16502345723006",INTA-LOS DIAMANTES  ,INTA-LOS DIAMANTES  
664/16    ,01-55042,H,26/08/2016,304/4     ,01-47608,742/08    ,01-34568,"0,04","0,245979685452163","0,550647287501864","-0,120078636959371","0,954472168184527","3,5982752293578","0,41449606089202","0,071032765399738","0,373246853151507","1,87017038007864","1,51776605504587","0,379011284227038","0,0858682830930537","0,456435464587638","0,156932503276539","0,418651718399085","0,137532765399738","0,355710346695551","-0,0968892529488859",0,"-0,0014272608125819",0,"0,10800290125332",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
707/16    ,01-55040,M,13/07/2016,973/4     ,01-28645,510/4     ,01-28640,"0,13","-0,277520314547837","0,587411111123634","0,145421363040629","0,954472168184527","-0,819724770642202","0,463731705433182","-0,019967234600262","0,355472921976978","-0,429829619921363","-1,60123394495413","0,31926992299645","-0,0416317169069463","0,491239034965346","-3,54406749672346","0,4474260810026","0,106532765399738","0,631008432424674","-0,0868892529488859",0,"0,0075727391874181",0,"-0,078752327419522",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
662/16    ,01-55041,H,05/07/2016,973/4     ,01-28645,652/06    ,01-30638,"0,01","-0,297020314547837","0,607892818477465","0,117921363040629","0,956432613101324","-1,5902247706422","0,470566813145558","0,066032765399738","0,406112610144524","-0,729079619921363","-1,67573394495413","0,407640325434856","0,0238682830930537","0,474249175752319","0,0179325032765394","0,37669113863535","-0,278967234600262","0,414251708037445","-0,154389252948886",0,"-0,0104272608125819",0,"-0,0731609014285247",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
701/16    ,01-53752,M,03/05/2016,973/4     ,01-28645,822/09    ,01-53581,"0,06","0,118479685452163","0,5803340113821","0,119921363040629","0,954472168184527","0,187275229357798","0,449662966092291","0,481532765399738","0,348070434919321","0,575170380078637","-1,79523394495413","0,376280881240731","-0,0396317169069463","0,579700467119828","-1,80606749672346","0,437096347318026","-0,233467234600262","0,623423384561335","-0,0903892529488859",0,"0,0155727391874181",0,"-0,058075730465331",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
699/16    ,01-53751,M,02/05/2016,973/4     ,01-28645,768/08    ,01-35137,"0,01","-0,265520314547837","0,607892818477465","0,00942136304062907","0,956432613101324","-0,604224770642202","0,47948645425853","0,168532765399738","0,399794394826936","-0,133579619921363","-1,79923394495413","0,440907928696345","-0,0706317169069463","0,605167803320235","-0,731567496723461","0,488631140887868","-0,0144672346002623","0,638444939128276","-0,341389252948886",0,"-0,0159272608125819",0,"-0,0598436763113034",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
658/16    ,01-53750,H,22/04/2016,973/4     ,01-28645,888/11    ,01-52148,"0,03","0,192479685452162","0,573124334320812","0,0599213630406291","0,954472168184527","-1,0702247706422","0,447263815913984","-0,105467234600262","0,344301087040739","-0,640579619921363","-2,34673394495413","0,402614225140784","0,0693682830930537","0,474249175752319","-0,980067496723461","0,356373936818514","-0,137967234600262","0,386285409911438","-0,128889252948886",0,"0,0130727391874181",0,"-0,0737844556269169",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
697/16    ,01-53748,M,15/04/2016,973/4     ,01-28645,948/11    ,01-44536,"0,01","1,14747968545216","0,587411111123634","-0,0120786369593709","0,954472168184527","-0,547724770642202","0,444848469533451","0,961532765399738","0,355472921976978","0,687670380078637","-1,32073394495413","0,376280881240731","-0,0751317169069463","0,566305354368087","0,442432503276539","0,356373936818514","0,0275327653997377","0,386285409911438","-0,0998892529488859",0,"-0,0064272608125819",0,"-0,0208750368152928",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
695/16    ,01-53747,M,08/04/2016,973/4     ,01-28645,512/4     ,01-28643,"0,13","0,237479685452162","0,587411111123634","0,0554213630406291","0,955458163456048","-1,4657247706422","0,463731705433182","-0,255967234600262","0,36270303551441","-0,988829619921363","-1,34023394495413","0,381718908880377","-0,163631716906946","0,592644978191361","-1,78556749672346","0,456048690088025","-0,367467234600262","0,631008432424674","-0,153389252948886",0,"0,0010727391874181",0,"-0,111822068064702",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
656/16    ,01-53749,H,06/04/2016,973/4     ,01-28645,982/12    ,01-53583,"0,03","0,226979685452162","0,573124334320812","0,0664213630406291","0,954472168184527","-1,3547247706422","0,444848469533451","0,463532765399738","0,355472921976978","-0,213829619921363","-2,58173394495413","0,394931617046365","0,0283682830930537","0,474249175752319","-1,96006749672346","0,448877634246654","-0,241967234600262","0,400559310457303","-0,116889252948886",0,"0,0090727391874181",0,"-0,095860040455057",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
693/16    ,01-53744,M,17/03/2016,973/4     ,01-28645,954/12    ,01-44539,"0,01","-0,142520314547837","0,5803340113821","0,0539213630406291","0,954472168184527","-0,735724770642202","0,435019699347582","0,494032765399738","0,344301087040739","0,126170380078637","-1,55173394495413","0,376280881240731","0,00536828309305373","0,566305354368087","0,239932503276539","0,427995679682455","-0,139467234600262","0,6077853116641","-0,0993892529488859",0,"-0,0059272608125819",0,"-0,0394692676164962",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
691/16    ,01-53743,M,09/03/2016,973/4     ,01-28645,634/06    ,01-29863,"0,04","-0,319520314547837","0,59436036939273","0,171921363040629","0,955458163456048","0,0477752293577981","0,454413702237021","0,101532765399738","0,383455488708231","0,125420380078637","-3,35923394495413","0,415042967272715","0,00686828309305373","0,579700467119828","-2,41056749672346","0,472701439368491","-0,106967234600262","0,631008432424674","-0,267389252948886",0,"-0,0059272608125819",0,"-0,0901914215620305",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
689/16    ,01-53742,M,08/03/2016,973/4     ,01-28645,580/05    ,01-26940,0,"0,773479685452162","0,5803340113821","-0,121578636959371","0,956432613101324","1,5737752293578","0,454413702237021","1,46603276539974","0,402968286266913","2,25292038007864","0,13676605504587","0,424671616832179","-0,120631716906946","0,605167803320235","4,44393250327654","0,476748763090464","-0,170967234600262","0,652892530755574","-0,0618892529488859",0,"0,0520727391874181",0,"0,0797016448782928",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
652/16    ,01-53745,H,08/03/2016,973/4     ,01-28645,934/11    ,01-44532,"0,02","-0,591520314547837","0,573124334320812","-0,0390786369593709","0,955458163456048","-0,647224770642202","0,442416661684282","0,584032765399738","0,366256651812766","0,260420380078637","-2,58023394495413","0,397512104238189","-0,0626317169069463","0,456435464587638","-0,0305674967234606","0,44596861588485","-0,256967234600262","0,400559310457303","-0,168389252948886",0,"-0,0339272608125819",0,"-0,0727587936626998",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
648/16    ,01-53740,H,29/02/2016,973/4     ,01-28645,854/10    ,01-41408,"0,02","-0,211520314547837","0,573124334320812","-0,102578636959371","0,955458163456048","-1,6367247706422","0,442416661684282","0,416032765399738","0,373246853151507","-0,402329619921363","-2,50923394495413","0,400072848029154","-0,0681317169069463","0,474249175752319","0,369932503276539","0,448877634246654","-0,273967234600262","0,414251708037445","-0,168389252948886",0,"-0,0339272608125819",0,"-0,088958528068728",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
650/16    ,01-53741,H,29/02/2016,973/4     ,01-28645,878/11    ,01-52147,"0,04","-0,00702031454783747","0,573124334320812","0,0489213630406291","0,955458163456048","-1,1892247706422","0,449662966092291","-0,349467234600262","0,36270303551441","-0,944079619921363","-3,19623394495413","0,40513660002836","0,159868283093054","0,491239034965346","0,0219325032765394","0,454625857572259","-0,175467234600262","0,414251708037445","-0,197889252948886",0,"0,0100727391874181",0,"-0,0775429008504894",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
685/16    ,01-53738,M,18/02/2016,973/4     ,01-28645,766/08    ,01-53582,"0,13","-1,12602031454784","0,558286609031449","0,0694213630406291","0,951444547564191","-0,731224770642202","0,395473226145809","0,0655327653997381","0,261193593428726","-0,300079619921363","-3,18523394495413","0,305730244076142","0,222868283093054","0,53802758684897","-2,42456749672346","0,387254581212209","-0,274467234600262","0,599720083959573","-0,302889252948886",0,"0,0010727391874181",0,"-0,0921484728931007",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
683/16    ,01-53737,M,15/02/2016,973/4     ,01-28645,876/2     ,01-18977,0,"-0,212020314547837","0,59436036939273","0,0399213630406291","0,956432613101324","-1,9417247706422","0,461424556519507","0,010532765399738","0,390088064425652","-0,960329619921363","-1,71873394495413","0,415042967272715","0,0998682830930537","0,592644978191361","0,275432503276539","0,469978227178356","-0,0994672346002622","0,631008432424674","-0,117389252948886",0,"0,0095727391874181",0,"-0,0585234197470219",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
644/16    ,01-53739,H,15/02/2016,973/4     ,01-28645,928/11    ,01-52188,"0,01","0,269479685452162","0,56577701167775","0,0164213630406291","0,954472168184527","-0,632724770642202","0,427464258071603","0,870032765399738","0,344301087040739","0,553670380078637","-2,77023394495413","0,373527200407741","-0,0386317169069463","0,437697323921932","-0,72256749672346","0,423355107752027","-0,0939672346002623","0,371362959597742","-0,105889252948886",0,"-0,0149272608125819",0,"-0,0651465250500604",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
645/15    ,01-51201,M,25/03/2015,973/4     ,01-28645,930/11    ,01-44533,"0,01","-0,668520314547838","0,56577701167775","-0,0790786369593709","0,954472168184527","-1,5967247706422","0,430000859328595","0,305032765399738","0,36270303551441","-0,493329619921363","-0,66773394495413","0,379011284227038","-0,137631716906946","0,566305354368087","-0,907067496723461","0,352534602578748","0,243032765399738","0,414251708037445","-0,104889252948886",0,"-0,0094272608125819",0,"-0,0456893300892943",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
641/15    ,01-51200,M,23/03/2015,973/4     ,01-28645,768/08    ,01-35137,"0,01","-0,315020314547837","0,607892818477465","0,0179213630406291","0,956432613101324","0,0102752293577981","0,47948645425853","0,0915327653997381","0,396590225942126","0,0966703800786372","-2,90023394495413","0,397512104238189","-0,0591317169069463","0,52306451918293","-1,15806749672346","0,432575455868519","-0,210467234600262","0,47567705086163","-0,341389252948886",0,"-0,0159272608125819",0,"-0,0837606996611203",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
633/15    ,01-51199,M,20/03/2015,973/4     ,01-28645,854/10    ,01-41408,"0,02","-0,688020314547837","0,56577701167775","-0,0215786369593709","0,955458163456048","-1,5797247706422","0,437502561733035","0,408532765399738","0,373246853151507","-0,381329619921363","-2,43573394495413","0,387067731245358","-0,0911317169069463","0,55242686266735","0,224932503276539","0,437096347318026","-0,343467234600262","0,565652443261022","-0,168389252948886",0,"-0,0339272608125819",0,"-0,0947881334177663",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
625/15    ,01-51198,M,18/03/2015,269/6     ,01-28828,730/0     ,01-16043,0,"0,645979685452163","0,542852760120997","0,158921363040629","0,954472168184527","-0,980724770642202","0,401018483107267","0,173032765399738","0,366256651812766","-0,317329619921363","0,52176605504587","0,284082954434088","0,142868283093054","0,456435464587638","0,0659325032765394","0,31992850670781","0,220532765399738","0,371362959597742","0,0286107470511141",0,"-0,0384272608125819",0,"0,0193793959633207",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
618/15    ,01-51204,M,18/03/2015,973/4     ,01-28645,634/06    ,01-29863,"0,04","0,460479685452163","0,587411111123634","0,0389213630406291","0,955458163456048","-0,560224770642202","0,454413702237021","0,177532765399738","0,383455488708231","-0,102579619921363","-2,58323394495413","0,367947910284241","0,0228682830930537","0,491239034965346","-1,76256749672346","0,468608991676102","-0,123467234600262","0,452357011299308","-0,267389252948886",0,"-0,0059272608125819",0,"-0,0795868532553018",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
627/15    ,01-52171,M,18/03/2015,973/4     ,01-28645,926/11    ,01-52152,"0,01","0,0639796854521625","0,558286609031449","0,0404213630406291","0,954472168184527","-0,0642247706422019","0,422335060523444","0,604032765399738","0,355472921976978","0,571920380078637","-1,35073394495413","0,373527200407741","-0,147631716906946","0,53802758684897","-2,47706749672346","0,418651718399085","-0,110467234600262","0,556642386338533","-0,141389252948886",0,"-0,0069272608125819",0,"-0,0653275193883939",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
631/15    ,01-52172,M,18/03/2015,973/4     ,01-28645,944/11    ,01-52150,"0,01","0,132479685452162","0,558286609031449","0,00342136304062907","0,954472168184527","-1,8222247706422","0,427464258071603","0,404532765399738","0,359108868903687","-0,506579619921363","-0,91723394495413","0,370749723051626","-0,107631716906946","0,55242686266735","-1,36256749672346","0,420226624184874","-0,102467234600262","0,565652443261022","-0,0678892529488859",0,"-0,0169272608125819",0,"-0,0756738682078066",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
623/15    ,01-51197,M,16/03/2015,973/4     ,01-28645,876/2     ,01-18977,0,"-0,635020314547838","0,59436036939273","0,111921363040629","0,956432613101324","-2,0832247706422","0,461424556519507","0,028532765399738","0,390088064425652","-1,01307961992136","-1,12923394495413","0,410125742913073","0,148868283093054","0,579700467119828","-0,0795674967234605","0,404142567975954","0,0335327653997377","0,440106839131984","-0,117389252948886",0,"0,0095727391874181",0,"-0,042142522473251",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
608/15    ,01-51202,M,11/03/2015,973/4     ,01-28645,512/4     ,01-28643,"0,13","-0,255520314547837","0,587411111123634","0,139421363040629","0,954472168184527","-1,4487247706422","0,463731705433182","-0,258467234600262","0,36270303551441","-0,982829619921363","-1,65823394495413","0,325806006039527","-0,103631716906946","0,491239034965346","-3,59906749672346","0,45176323282581","-0,377967234600262","0,452357011299308","-0,153389252948886",0,"0,0010727391874181",0,"-0,131678334666037",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
614/15    ,01-51203,M,09/03/2015,269/6     ,01-28828,580/05    ,01-26940,"0,01","-0,647020314547838","0,56577701167775","0,0579213630406291","0,955458163456048","-0,236224770642202","0,419741779979787","1,98003276539974","0,390088064425652","1,86192038007864","2,04126605504587","0,312581338620795","-0,108631716906946","0,474249175752319","3,39493250327654","0,434088871086393","0,167032765399738","0,414251708037445","0,0351107470511141",0,"0,0100727391874181",0,"0,0954901610880085",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
621/15    ,01-52170,M,09/03/2015,269/6     ,01-28828,878/11    ,01-52147,"0,02","-0,405520314547838","0,558286609031449","0,0544213630406291","0,954472168184527","-1,0227247706422","0,422335060523444","-0,0824672346002619","0,355472921976978","-0,593829619921363","-1,40073394495413","0,36226901507818","0,401368283093054","0,566305354368087","-1,07706749672346","0,413883370049072","0,248532765399738","0,565652443261022","-0,100889252948886",0,"-0,0319272608125819",0,"-0,00511965250746962",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
210/14,01-51088,M,30/11/2014,684,837246,414/2,A-053116,"0,05","0,348479685452162","0,56577701167775","0,372921363040629","0,955458163456048","-0,205224770642202","0,466024323139905","0,962532765399738","0,373246853151507","0,859920380078637","-0,64073394495413","0,431722050133449","-0,0551317169069463","0,566305354368087","1,55143250327654","0,44303571641049","-0,0699672346002623","0,508105935599108","-0,346389252948886",0,"-0,0614272608125819",0,"-0,00172292957217382",INTA-EJN,MINISTERIO DE AGRICULTURA Y GANADERIA   
209/14    ,01-51082,M,27/11/2014,684,837246,42/0      ,ACB 8302,"0,01","-0,00752031454783747","0,663461639546899","0,274421363040629","0,957395552374222","0,735775229357798","0,545939152319256","-0,589467234600262","0,402968286266913","-0,221579619921363","1,83976605504587","0,471320333894961","0,0493682830930537","0,566305354368087","3,93143250327654","0,460283896692762","0,162532765399738","0,508105935599108","0,143610747051114","0,0511264869471092","0,0045727391874181","0,0742269619025209","0,095584962489879",INTA-EJN,MINISTERIO DE AGRICULTURA Y GANADERIA   
190/14    ,01-51081,H,25/11/2014,684,837246,881/2     ,A-055457,"0,01","0,212979685452162","0,620963650242331","0,256421363040629","0,9592870380389","-0,858224770642202","0,519159085088202","-2,26146723460026","0,496698327046246","-2,69057961992136","2,59526605504587","0,48762462794426","-0,179631716906946","0,55242686266735","3,63143250327654","0,48339709986271","-0,354467234600262","0,486803463361035","-0,209389252948886",0,"-0,0294272608125819",0,"-0,0069911440309535",INTA-EJN,MINISTERIO DE AGRICULTURA Y GANADERIA   
189/14    ,01-51080,H,24/11/2014,684,837246,SS 67/1   ,ACB 9094,"0,01","0,342979685452162","0,620963650242331","-0,0320786369593709","0,9592870380389","-0,611724770642202","0,51717215099348","-2,16046723460026","0,479284547731246","-2,46632961992136","2,15476605504587","0,493558456919568","-0,0836317169069463","0,55242686266735","3,35493250327654","0,46308013226217","-0,217967234600262","0,49760621006827","-0,209389252948886",0,"-0,0294272608125819",0,"0,00581780412972012",INTA-EJN,MINISTERIO DE AGRICULTURA Y GANADERIA   
188/14,01-51079,H,20/11/2014,684       ,837246,52/0      ,ACB 8321,"0,01","0,403979685452163","0,558286609031449","0,297921363040629","0,958347015971328","1,8432752293578","0,494596215721763","1,42153276539974","0,458320890103519","2,34317038007864","0,68826605504587","0,491590994983844","0,128868283093054","0,605167803320235","3,32793250327654","0,49507182107472","-0,00846723460026228","0,556642386338533","0,143610747051114","0,0511264869471092","0,0045727391874181","0,0742269619025209","0,114732238356647",GANADERIA COLONO REAL S.A.              ,MINISTERIO DE AGRICULTURA Y GANADERIA   
188/14    ,01-51079,H,20/11/2014,684,837246,52/0      ,ACB 8321,"0,01","0,0184796854521625","0,620963650242331","0,416421363040629","0,9592870380389","0,981775229357798","0,521135663110202","1,10653276539974","0,474155020187377","1,59742038007864","0,45026605504587","0,516396578791244","0,128868283093054","0,605167803320235","3,25043250327654","0,508862936313308","-0,00846723460026228","0,556642386338533","0,143610747051114","0,0511264869471092","0,0045727391874181","0,0742269619025209","0,0899737192856549",INTA-EJN,MINISTERIO DE AGRICULTURA Y GANADERIA   
619/14    ,01-50920,M,26/09/2014,269/6     ,01-28828,650/06    ,01-30637,"0,01","-0,886020314547837","0,534896241936047","0,200421363040629","0,954472168184527","-1,5327247706422","0,409168931624309","0,620032765399738","0,369770886904954","-0,146329619921363","-0,10023394495413","0,353553390593274","0,105368283093054","0,507487792610938","-0,792567496723461","0,33870519232422","0,361532765399738","0,371362959597742","-0,0178892529488859",0,"-0,0299272608125819",0,"0,000748015322072733",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
617/14    ,01-50919,M,23/09/2014,269/6     ,01-28828,642/06    ,01-29872,"0,02","0,110979685452163","0,534896241936047","-0,0610786369593709","0,955458163456048","-0,548224770642202","0,406473839830203","2,09853276539974","0,380088167267146","1,82442038007864","0,84326605504587","0,325806006039527","-0,106131716906946","0,491239034965346","-1,49456749672346","0,32420653226395","0,0525327653997377","0,371362959597742","-0,0438892529488859",0,"-0,0619272608125819",0,"0,00644980999624811",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
613/14    ,01-50045,M,18/08/2014,269/6     ,01-28828,630-06    ,01-29861,"0,02","-0,700020314547837","0,56577701167775","0,0199213630406291","0,955458163456048","-0,774724770642202","0,422335060523444","0,514532765399738","0,376685609961645","0,127170380078637","-1,17523394495413","0,305730244076142","0,0248682830930537","0,456435464587638","-0,81206749672346","0,336676903039069","0,259532765399738","0,371362959597742","-0,182389252948886",0,"-0,0474272608125819",0,"-0,0222533159162281",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
602/14    ,01-52164,H,09/08/2014,269/6     ,01-28828,762/08    ,01-35130,"0,01","-0,312020314547838","0,5803340113821","0,0804213630406291","0,955458163456048","-0,242224770642202","0,437502561733035","1,80153276539974","0,406112610144524","1,68042038007864","-0,12623394495413","0,305730244076142","0,0198682830930537","0,456435464587638","-1,62156749672346","0,346684435706804","0,286532765399738","0,371362959597742","-0,0873892529488859",0,"-0,0254272608125819",0,"0,0176493230521362",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
598/14    ,01-52163,H,04/08/2014,269/6     ,01-28828,672/06    ,01-30645,"0,01","-0,427520314547837","0,558286609031449","0,173421363040629","0,954472168184527","-0,508724770642202","0,419741779979787","1,58453276539974","0,373246853151507","1,33017038007864","0,81226605504587","0,287814700088966","-0,0161317169069463","0,456435464587638","-3,13156749672346","0,421794394210682","0,183032765399738","0,386285409911438","-0,0103892529488859",0,"-0,0329272608125819",0,"0,0000318469761473349",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
609/14    ,01-52161,M,18/07/2014,269/6     ,01-28828,744/08    ,01-34569,"0,01","0,208479685452162","0,558286609031449","-0,0755786369593709","0,953474591468505","-1,1387247706422","0,417128903629505","0,0975327653997381","0,32873300689762","-0,471829619921363","-0,18173394495413","0,280297107109525","0,106368283093054","0,437697323921932","0,579932503276539","0,40904779098993","0,831032765399738","0,6077853116641","-0,00488925294888593",0,"-0,0284272608125819",0,"0,0432530056477304",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
607/14    ,01-50043,M,17/07/2014,269/6     ,01-28828,870/2     ,01-18972,"0,01","-0,410020314547838","0,5803340113821","-0,00707863695937093","0,955458163456048","-1,8197247706422","0,432519234239644","0,818032765399738","0,393355039716367","-0,091829619921363","0,84126605504587","0,315945293637093","0,0698682830930537","0,456435464587638","-1,65256749672346","0,440078458357363","1,20453276539974","0,631008432424674","-0,0188892529488859",0,"-0,0319272608125819",0,"0,0527095313526206",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
605/14    ,01-52160,M,15/07/2014,973/4     ,01-28645,880/11    ,01-42405,"0,01","-0,877520314547838","0,573124334320812","0,159921363040629","0,954472168184527","-1,0867247706422","0,432519234239644","0,721032765399738","0,355472921976978","0,177670380078637","-1,91323394495413","0,315945293637093","-0,0311317169069463","0,456435464587638","-0,68806749672346","0,426455674929265","0,141532765399738","0,6077853116641","-0,115889252948886",0,"-0,0114272608125819",0,"-0,0455969310234168",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES  
