NumH,Regg,sx,NacCria,Padre,RegPad,Madre,RegMad,CONS,DEP_PN,EX_PN,DEP_MAT_PN,EX_MAT_PN,DEP_PD,EX_P205,DEP_LECHE,EX_LECHE,DEP_MAT_TOTAL,DEP_P365,EX_P365,DEP_CE365,EX_CE365,DEP_P550,EX_P550,DEP_CE550,EX_CE_550,DEP_P730,EX_P730,DEP_CE730,EX_CE730,MGT,CRIADOR,ULTIMO_PROPIETARIO
724/07,01-34582,H,05/12/2007,722/02,01-19839,960/3,01-21376,0,"-0,495520314547838","0,5803340113821","0,280921363040629","0,956432613101324","1,9912752293578","0,442416661684282","2,22903276539974","0,406112610144524","3,22467038007864","-0,45323394495413","0,394931617046365","0,0503682830930537","0,474249175752319","0,404432503276539","0,464470227252766","0,398532765399738","0,414251708037445","-0,0468892529488859",0,"0,0015727391874181",0,"0,0922737786828961",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
716/07,01-33593,H,06/10/2007,722/02    ,01-19839,606       ,01-12230,0,"0,0654796854521625","0,550647287501864","0,410421363040629","0,955458163456048","-0,246224770642202","0,411842868842162","2,27853276539974","0,390088064425652","2,15542038007864","-0,54673394495413","0,36226901507818","0,0198682830930537","0,456435464587638","-2,09106749672346","0,431055498743593","0,0140327653997377","0,414251708037445","-0,0248892529488859",0,"0,0045727391874181",0,"-0,00211027730267385",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
714/07,01-33425,H,23/09/2007,722/02,01-19839,824/1,01-17146,0,"0,131479685452162","0,542852760120997","0,283421363040629","0,956432613101324","0,144775229357798","0,417128903629505","1,26753276539974","0,415374859543522","1,33992038007864","0,69976605504587","0,376280881240731","0,0693682830930537","0,456435464587638","2,95043250327654","0,437096347318026","0,618032765399738","0,400559310457303","-0,0203892529488859","0,0264663482486986","0,0195727391874181",0,"0,109121453028636",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
710/07,01-33423,H,19/09/2007,722/02,01-19839,924/2,01-20613,0,"-0,689520314547837","0,558286609031449","0,329921363040629","0,955458163456048","0,661775229357798","0,422335060523444","1,54703276539974","0,366256651812766","1,87792038007864","0,0757660550458699","0,367947910284241","0,0818682830930537","0,456435464587638","-0,36756749672346","0,410667266675168","0,388532765399738","0,386285409911438","-0,0423892529488859",0,"0,0105727391874181",0,"0,0620677912041784",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
708/07,01-33422,H,15/09/2007,722/02,01-19839,964/3,01-21386,0,"0,0299796854521625","0,573124334320812","0,146921363040629","0,956432613101324","0,678775229357798","0,430000859328595","0,794032765399738","0,433185235939661","1,13342038007864","0,58176605504587","0,312581338620795","0,0193682830930537","0,456435464587638","1,54043250327654","0,44596861588485","-0,0514672346002623","0,386285409911438","-0,0418892529488859","0,0264663482486986","0,0010727391874181",0,"0,0479572671019322",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
706/07,01-33421,H,13/09/2007,722/02,01-19839,876/2,01-18977,0,"-0,618020314547838","0,558286609031449","0,328421363040629","0,956432613101324","-0,672224770642202","0,424909104048591","0,925532765399738","0,399794394826936","0,589420380078637","0,30876605504587","0,381718908880377","0,104868283093054","0,474249175752319","0,70993250327654","0,435595812583975","0,340032765399738","0,400559310457303","-0,0213892529488859","0,0264663482486986","0,0195727391874181",0,"0,0449545504532643",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
702/07,01-33420,H,09/09/2007,722/02,01-19839,832/1,01-17150,0,"-0,103520314547838","0,542852760120997","0,321421363040629","0,955458163456048","2,5872752293578","0,41449606089202","1,17753276539974","0,386788494560123","2,47117038007864","-0,32323394495413","0,31926992299645","0,0213682830930537","0,456435464587638","-2,86406749672346","0,421794394210682","0,307532765399738","0,400559310457303","-0,0258892529488859","0,0264663482486986","0,0205727391874181",0,"0,0479292828067043",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
700/07,01-33592,H,22/08/2007,874/1,01-15348,638,01-13306,0,"-0,175020314547838","0,550647287501864","0,0999213630406291","0,955458163456048","0,694775229357798","0,419741779979787","0,555532765399738","0,393355039716367","0,902920380078637","-1,78873394495413","0,338455804129884","0,110368283093054","0,474249175752319","-0,505567496723461","0,45887765833791","0,288532765399738","0,427418491836957","-0,368889252948886","0,0264663482486986","-0,0104272608125819","0,0742269619025209","0,00699140485658499",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
692/07,01-32857,H,07/07/2007,874/1,01-15348,640,01-13309,0,"-0,750020314547837","0,550647287501864","-0,0130786369593709","0,956432613101324","0,392775229357798","0,422335060523444","-0,319967234600262","0,399794394826936","-0,123579619921363","-1,66723394495413","0,40513660002836","0,0363682830930537","0,491239034965346","-2,14256749672346","0,44596861588485","-0,0349672346002623","0,414251708037445","-0,384389252948886","0,0264663482486986","-0,0104272608125819","0,0742269619025209","-0,0533920088363037",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
688/07,01-32664,H,30/04/2007,722/02,01-19839,520,01-10138,0,"-0,244020314547837","0,587411111123634","0,0709213630406291","0,958347015971328","0,265275229357798","0,447263815913984","1,60253276539974","0,471563179304573","1,73517038007864","0,54476605504587","0,335343640379323","0,0158682830930537","0,474249175752319","1,47643250327654","0,435595812583975","0,0870327653997377","0,400559310457303","-0,0713892529488859",0,"0,0045727391874181",0,"0,0583121366024277",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
637/07,01-32662,M,10/04/2007,722/02,01-19839,800/1,01-17110,0,"-0,817520314547837","0,558286609031449","0,270921363040629","0,956432613101324","1,3967752293578","0,427464258071603","2,38153276539974","0,402968286266913","3,07992038007864","-0,78673394495413","0,335343640379323","0,0803682830930537","0,474249175752319","0,922932503276539","0,4474260810026","0,165532765399738","0,623423384561335","-0,0468892529488859",0,"0,0015727391874181",0,"0,0723261103731886",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
639/07,01-32663,M,10/04/2007,722/02,01-19839,802/1,01-17111,0,"-0,404520314547838","0,550647287501864","0,274921363040629","0,955458163456048","0,289275229357798","0,41449606089202","1,45053276539974","0,373246853151507","1,59517038007864","0,79576605504587","0,359390743271451","-0,0761317169069463","0,55242686266735","1,13493250327654","0,429528930262853","-0,328467234600262","0,615684305613765","-0,0113892529488859",0,"-0,0039272608125819",0,"0,0235147741801473",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
635/07,01-32661,M,09/04/2007,722/02,01-19839,730/0,01-16043,0,"0,906979685452162","0,550647287501864","0,395921363040629","0,955458163456048","-0,287224770642202","0,411842868842162","0,871532765399738","0,386788494560123","0,727920380078637","0,70776605504587","0,359390743271451","0,217368283093054","0,55242686266735","2,03143250327654","0,426455674929265","0,180532765399738","0,615684305613765","0,0271107470511141",0,"0,0130727391874181",0,"0,0733935524071103",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
686/07,01-32658,H,10/03/2007,874/1,01-15348,862/1,01-17967,0,"-0,932020314547838","0,5803340113821","0,184421363040629","0,956432613101324","-1,3622247706422","0,442416661684282","-0,254967234600262","0,412315254653951","-0,936079619921363","-2,14223394495413","0,329019708002375","0,138868283093054","0,474249175752319","-1,24506749672346","0,40904779098993","0,524532765399738","0,440106839131984","-0,390389252948886","0,0264663482486986","-0,000927260812581899","0,0742269619025209","-0,0381257531394498",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
633/07,01-32657,M,08/03/2007,874/1,01-15348,508/4,01-23852,"0,02","-0,100020314547837","0,542852760120997","0,0274213630406291","0,954472168184527","0,0777752293577981","0,411842868842162","0,268532765399738","0,366256651812766","0,307420380078637","-1,62673394495413","0,315945293637093","0,0618682830930537","0,474249175752319","-0,58856749672346","0,441560162699896","0,369032765399738","0,623423384561335","-0,401889252948886",0,"-0,0154272608125819",0,"-0,00670285774861858",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
631/07,01-32655,M,24/02/2007,874/1,01-15348,760/0,01-15752,0,"-0,197020314547837","0,550647287501864","0,208421363040629","0,955458163456048","0,890775229357798","0,419741779979787","0,415032765399738","0,386788494560123","0,860420380078637","-2,30223394495413","0,315945293637093","0,141868283093054","0,474249175752319","-2,60156749672346","0,441560162699896","0,380532765399738","0,623423384561335","-0,383389252948886","0,0264663482486986","-0,0044272608125819","0,0742269619025209","-0,0142027588870295",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
684/07,01-32656,H,22/02/2007,874/1,01-15348,980/3,01-21725,"0,02","-0,570520314547837","0,5803340113821","0,194421363040629","0,956432613101324","0,425775229357798","0,439968119407269","-0,623967234600262","0,433185235939661","-0,411079619921363","-1,89923394495413","0,34458502475545","0,161868283093054","0,507487792610938","-1,59806749672346","0,487329530692842","0,00503276539973774","0,49760621006827","-0,370889252948886",0,"-0,0149272608125819",0,"-0,0408011834516768",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
682/07    ,01-32652,H,22/01/2007,874/1,01-15348,880/2,01-18982,0,"-0,642020314547837","0,483296109578464","0,268921363040629","0,956432613101324","0,348275229357798","0,386978306658995","0,485032765399738","0,412315254653951","0,659170380078637","-2,09873394495413","0,353553390593274","0,0508682830930537","0,507487792610938","-0,316567496723461","0,402491578146942","0,107032765399738","0,47567705086163","-0,350389252948886","0,0264663482486986","0,0045727391874181","0,0742269619025209","-0,0189675469036643",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
625/07,01-32651,M,20/01/2007,874/1,01-15348,870/2,01-18972,0,"-0,651520314547837","0,56577701167775","0,0269213630406291","0,956432613101324","0,245275229357798","0,430000859328595","-0,338967234600262","0,402968286266913","-0,216329619921363","-1,57623394495413","0,341535979651962","0,134868283093054","0,474249175752319","0,77043250327654","0,460283896692762","1,11603276539974","0,638444939128276","-0,364389252948886","0,0264663482486986","0,0045727391874181","0,0742269619025209","0,0576049166182172",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
623/07,01-32650,H,11/01/2007,874/1,01-15348,918/2,01-19448,"0,02","-0,216520314547837","0,550647287501864","0,0399213630406291","0,955458163456048","0,667775229357798","0,422335060523444","-0,230967234600262","0,376685609961645","0,102920380078637","-1,49473394495413","0,322556442704465","0,0263682830930537","0,474249175752319","4,75493250327654","0,450323332785271","-0,135967234600262","0,427418491836957","-0,384889252948886",0,"-0,0144272608125819",0,"0,0236573686462911",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
617/07,01-32563,M,06/01/2007,874/1,01-15348,846/1,01-17361,0,"-1,26152031454784","0,558286609031449","0,167421363040629","0,955458163456048","1,5632752293578","0,424909104048591","0,343532765399738","0,390088064425652","1,12517038007864","-1,65073394495413","0,312581338620795","0,123868283093054","0,474249175752319","2,31443250327654","0,441560162699896","0,428032765399738","0,615684305613765","-0,383389252948886","0,0264663482486986","-0,0044272608125819","0,0742269619025209","0,0627032572893969",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
615/07,01-32560,M,29/12/2006,874/1,01-15348,932/3,01-21380,"0,05","-0,881520314547837","0,5803340113821","-0,0890786369593709","0,956432613101324","-0,0112247706422018","0,442416661684282","-0,382467234600262","0,421413663424244","-0,388079619921363","-3,01423394495413","0,367947910284241","0,0118682830930537","0,507487792610938","-2,08206749672346","0,492508881824681","-0,319967234600262","0,645738036621894","-0,491889252948886",0,"-0,0449272608125819",0,"-0,106454422310067",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
611/07,01-32558,M,16/12/2006,874/1,01-15348,844/1,01-17360,0,"-0,637520314547837","0,558286609031449","-0,0375786369593709","0,955458163456048","0,527775229357798","0,422335060523444","-0,805967234600262","0,390088064425652","-0,542079619921363","0,34526605504587","0,402614225140784","-0,325131716906946","0,592644978191361","-0,404567496723461","0,45176323282581","-0,274967234600262","0,631008432424674","-0,345389252948886",0,"-0,0154272608125819","0,0742269619025209","-0,0533472353433243",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
609/06,01-30646,M,14/10/2006,722/02,01-19839,646,01-13315,0,"0,216979685452162","0,56577701167775","0,296421363040629","0,956432613101324","0,658275229357798","0,430000859328595","0,826532765399738","0,409228048011804","1,15567038007864","0,23426605504587","0,400072848029154","-0,0126317169069463","0,579700467119828","1,47593250327654","0,45319738963729","1,10003276539974","0,623423384561335","-0,0203892529488859","0,0264663482486986","0,0195727391874181",0,"0,110152319567457",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
672/06    ,01-30645,H,10/10/2006,722/02,01-19839,676/9,01-14025,0,"0,106979685452163","0,492403432051781","0,294921363040629","0,958347015971328","1,4697752293578","0,389834232565423","2,37303276539974","0,508657871594147","3,10792038007864","0,64476605504587","0,332198589367531","-0,0426317169069463","0,491239034965346","-1,54256749672346","0,399165133513123","0,0680327653997377","0,486803463361035","-0,0248892529488859",0,"0,0045727391874181",0,"0,0535237252596856",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
670/06,01-30644,H,06/10/2006,722/02    ,01-19839,686/9,01-14029,"0,01","-0,0325203145478375","0,558286609031449","0,212421363040629","0,955458163456048","0,0572752293577982","0,41449606089202","1,56103276539974","0,383455488708231","1,58967038007864","0,16776605504587","0,302240312250378","0,0483682830930537","0,456435464587638","0,525932503276539","0,346684435706804","0,302032765399738","0,414251708037445","-0,0103892529488859",0,"0,0060727391874181",0,"0,0544388579463565",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
668/06    ,01-31556,H,06/10/2006,270/8     ,777764,406/5     ,01-9292,0,"0,0524796854521625","0,542852760120997","0,291421363040629","0,955458163456048","1,9202752293578","0,401018483107267","0,871532765399738","0,393355039716367","1,83167038007864","1,29676605504587","0,394931617046365","0,235868283093054","0,456435464587638","0,148932503276539","0,441560162699896","0,520032765399738","0,371362959597742","0,409610747051114","0,0672720897601301","0,0505727391874181","0,126294945358635","0,132477020741226",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
666/06,01-31555,H,04/10/2006,722/02,01-19839,908/2,01-19258,0,"-0,108020314547837","0,5803340113821","0,316421363040629","0,955458163456048","2,0857752293578","0,437502561733035","1,73103276539974","0,373246853151507","2,77392038007864","-0,26923394495413","0,402614225140784","0,0693682830930537","0,456435464587638","-0,614567496723461","0,457465939767243","0,442532765399738","0,400559310457303","-0,00588925294888593",0,"0,0210727391874181",0,"0,0850839169753922",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
105/06,01-30648,M,01/10/2006,874/1,01-15348,816/1,01-17142,0,"-0,510020314547838","0,550647287501864","0,165421363040629","0,955458163456048","1,2047752293578","0,419741779979787","0,050032765399738","0,390088064425652","0,652420380078637","-1,27773394495413","0,381718908880377","0,466368283093054","0,579700467119828","1,40593250327654","0,444505180740997","0,585532765399738","0,631008432424674","-0,383389252948886","0,0264663482486986","-0,0044272608125819","0,0742269619025209","0,0901606297635191",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
107/06,01-30649,M,01/10/2006,874/1,01-15348,672/9,01-13788,0,"-1,39402031454784","0,542852760120997","0,0564213630406291","0,955458163456048","-0,464724770642202","0,41449606089202","0,927032765399738","0,386788494560123","0,694670380078637","-1,43173394495413","0,384404236531665","0,472368283093054","0,579700467119828","-0,141067496723461","0,437096347318026","0,743032765399738","0,623423384561335","-0,386389252948886","0,0264663482486986","-0,0119272608125819","0,0742269619025209","0,0625012167403915",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
113/06,01-30650,M,01/10/2006,722/02,01-19839,808/1,01-17139,0,"0,742979685452162","0,558286609031449","0,147421363040629","0,955458163456048","3,0197752293578","0,422335060523444","2,92003276539974","0,390088064425652","4,42992038007864","0,99626605504587","0,31926992299645","-0,0671317169069463","0,474249175752319","1,82193250327654","0,448877634246654","0,497032765399738","0,631008432424674","0,00811074705111407",0,"-0,0049272608125819",0,"0,155601383311804",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
664/06,01-30654,H,27/09/2006,722/02,01-19839,824/1,01-17146,0,"-0,157020314547837","0,56577701167775","0,342921363040629","0,958347015971328","0,405775229357798","0,435019699347582","0,881532765399738","0,489334891561828","1,08442038007864","0,90426605504587","0,392330996877778","0,0693682830930537","0,456435464587638","3,23393250327654","0,45319738963729","0,618032765399738","0,400559310457303","-0,0203892529488859","0,0264663482486986","0,0195727391874181",0,"0,114975733012623",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
662/06,01-30653,H,22/09/2006,722/02,01-19839,326/4,01-5424,0,"-0,0240203145478375","0,534896241936047","0,159421363040629","0,955458163456048","0,0487752293577981","0,409168931624309","0,987532765399738","0,380088167267146","1,01192038007864","-0,19573394495413","0,376280881240731","-0,0466317169069463","0,474249175752319","-0,70006749672346","0,434088871086393","0,0500327653997377","0,427418491836957","-0,0448892529488859",0,"-0,0114272608125819",0,"0,00114969800112824",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
607/06,01-30657,M,17/09/2006,722/02,01-19839,606,01-12230,0,"0,341979685452162","0,534896241936047","0,363421363040629","0,955458163456048","1,0852752293578","0,392665697259611","2,11203276539974","0,390088064425652","2,65467038007864","0,0282660550458699","0,309176774318153","0,0198682830930537","0,456435464587638","-0,217067496723461","0,356373936818514","0,0140327653997377","0,414251708037445","-0,0248892529488859",0,"0,0045727391874181",0,"0,049676028086504",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
603/06,01-30656,M,16/09/2006,874/1,01-15348,866/2,01-18969,"0,01","-0,503020314547837","0,550647287501864","0,123421363040629","0,954472168184527","0,731775229357798","0,409168931624309","-0,258467234600262","0,36270303551441","0,107420380078637","-2,29673394495413","0,332198589367531","0,155368283093054","0,456435464587638","-0,60306749672346","0,356373936818514","0,482032765399738","0,400559310457303","-0,385889252948886",0,"0,0085727391874181",0,"0,00357537528609224",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
660/06,01-30652,H,11/09/2006,874/1,01-15348,972/3,01-21501,0,"-1,14502031454784","0,5803340113821","0,129421363040629","0,958347015971328","0,682275229357798","0,442416661684282","0,656532765399738","0,491805553700257","0,997670380078637","-0,74173394495413","0,40513660002836","-0,0996317169069463","0,507487792610938","-1,49506749672346","0,478088041892809","-0,169467234600262","0,49760621006827","-0,166889252948886","0,0672720897601301","-0,0104272608125819","0,0742269619025209","-0,0298850226115818",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
658/06,01-30651,H,09/09/2006,874/1,01-15348,814/1,01-17141,0,"-0,693520314547838","0,534896241936047","-0,0320786369593709","0,955458163456048","1,4757752293578","0,411842868842162","0,551032765399738","0,383455488708231","1,28892038007864","-1,76673394495413","0,384404236531665","0,0703682830930537","0,474249175752319","-1,07356749672346","0,429528930262853","0,175532765399738","0,400559310457303","-0,339889252948886","0,0264663482486986","-0,0099272608125819","0,0742269619025209","0,00499247749735319",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
605/06,01-31554,M,09/09/2006,874/1,01-15348,408/5,01-9293,0,"-0,973020314547837","0,526770392706466","0,318921363040629","0,955458163456048","-0,878224770642202","0,389834232565423","0,147032765399738","0,390088064425652","-0,292079619921363","-1,94323394495413","0,332198589367531","0,129368283093054","0,474249175752319","-0,525567496723461","0,367616887983157","0,183532765399738","0,414251708037445","-0,368889252948886","0,0264663482486986","-0,0104272608125819","0,0742269619025209","-0,0345268450733003",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
599/06,01-30655,M,04/09/2006,874/1,01-15348,898/2,01-19126,0,"-0,691020314547838","0,550647287501864","0,173421363040629","0,955458163456048","1,8902752293578","0,401018483107267","0,716532765399738","0,36270303551441","1,66167038007864","-2,10873394495413","0,332198589367531","0,132368283093054","0,456435464587638","-0,83356749672346","0,383771261632453","0,449032765399738","0,400559310457303","-0,383389252948886","0,0264663482486986","-0,0044272608125819","0,0742269619025209","0,0338632124689409",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
656/06,01-30642,H,26/08/2006,874/1,01-15348,964/3,01-21386,"0,02","-0,935520314547837","0,573124334320812","0,124421363040629","0,955458163456048","0,386275229357798","0,437502561733035","-0,610467234600262","0,386788494560123","-0,417329619921363","-1,59373394495413","0,394931617046365","0,0923682830930537","0,474249175752319","0,471932503276539","0,39241147024572","-0,0574672346002623","0,414251708037445","-0,385889252948886",0,"-0,0144272608125819",0,"-0,0241453723352128",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
654/06,01-30643,H,24/08/2006,874/1,01-15348,978/3,01-21497,"0,02","-0,825520314547837","0,5803340113821","0,0134213630406291","0,955458163456048","0,436775229357798","0,439968119407269","-1,03046723460026","0,383455488708231","-0,812079619921363","-3,20473394495413","0,394931617046365","0,162368283093054","0,474249175752319","-2,33506749672346","0,394112751634344","0,406032765399738","0,414251708037445","-0,409889252948886",0,"0,0085727391874181",0,"-0,0508928651041391",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
597/06,01-30641,M,15/08/2006,874/1,01-15348,832/1,01-17150,0,"-1,14302031454784","0,550647287501864","0,209921363040629","0,955458163456048","0,392275229357798","0,419741779979787","-0,232967234600262","0,383455488708231","-0,0368296199213629","-3,02223394495413","0,376280881240731","0,0288682830930537","0,579700467119828","-1,15156749672346","0,367616887983157","0,301532765399738","0,414251708037445","-0,369889252948886","0,0264663482486986","0,0055727391874181","0,0742269619025209","-0,043107036253198",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
652/06,01-30638,H,26/07/2006,825/7,01-11220,876/2,01-18977,"0,01","-0,779020314547837","0,56577701167775","0,0999213630406291","0,956432613101324","-2,0842247706422","0,406473839830203","0,416532765399738","0,444575656132816","-0,625579619921363","0,39126605504587","0,325806006039527","0,119368283093054","0,437697323921932","0,73643250327654","0,3582759588575","-0,167467234600262","0,386285409911438","-0,117889252948886",0,"-0,0344272608125819",0,"-0,0198164215660203",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
650/06,01-30637,H,24/07/2006,722/02,01-19839,806/1,01-17113,0,"-0,643020314547838","0,587411111123634","0,319421363040629","0,958347015971328","-0,0612247706422019","0,444848469533451","0,379532765399738","0,494259951827633","0,348920380078637","-0,94523394495413","0,438633735104162","0,0963682830930537","0,491239034965346","0,64143250327654","0,397489473969897","0,425032765399738","0,400559310457303","-0,0393892529488859",0,"0,0105727391874181",0,"0,0303636889834402",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
595/06,01-30640,M,24/07/2006,874/1,01-15348,878/2,01-18979,0,"-0,140020314547837","0,56577701167775","0,0809213630406291","0,955458163456048","0,472275229357798","0,430000859328595","0,208032765399738","0,366256651812766","0,444170380078637","-3,01023394495413","0,394931617046365","0,0208682830930537","0,579700467119828","-0,53656749672346","0,38025046439658","0,409032765399738","0,400559310457303","-0,370889252948886",0,"0,0050727391874181","0,0742269619025209","-0,0228385865829514",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
593/06,01-30639,M,17/07/2006,722/02,01-19839,764/0,01-15756,0,"0,194479685452162","0,558286609031449","0,285421363040629","0,955458163456048","1,5552752293578","0,427464258071603","1,82453276539974","0,366256651812766","2,60217038007864","-0,96523394495413","0,387067731245358","0,0433682830930537","0,579700467119828","-0,84106749672346","0,354460214904614","0,344032765399738","0,400559310457303","-0,0873892529488859",0,"-0,0019272608125819",0,"0,0518775159070348",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
648/06,01-30636,H,14/07/2006,874/1,01-15348,976/3,01-21500,"0,02","-1,38502031454784","0,573124334320812","0,137921363040629","0,956432613101324","1,2882752293578","0,435019699347582","0,642032765399738","0,396590225942126","1,28617038007864","-2,28873394495413","0,397512104238189","0,115368283093054","0,474249175752319","-0,00106749672346051","0,388982501939268","-0,0219672346002623","0,400559310457303","-0,407389252948886",0,"-0,0229272608125819",0,"-0,00364163253275117",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
646/06,01-29873,H,16/06/2006,825/7     ,01-11220,958/3     ,01-21374,"0,01","-0,288020314547837","0,587411111123634","0,221421363040629","0,9592870380389","-0,770224770642202","0,422335060523444","1,79403276539974","0,522526046007322","1,40892038007864","0,15026605504587","0,407640325434856","0,0793682830930537","0,417910424381849","-1,86106749672346","0,476748763090464","-0,0579672346002623","0,400559310457303","-0,118889252948886",0,"-0,0339272608125819",0,"-0,00635401503873355",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
642/06,01-29872,H,12/06/2006,825/7     ,01-11220,754/0     ,01-15749,"0,01","-0,332520314547837","0,573124334320812","0,0834213630406291","0,958347015971328","-0,323724770642202","0,419741779979787","3,61503276539974","0,489334891561828","3,45317038007864","0,47226605504587","0,309176774318153","-0,119131716906946","0,437697323921932","-0,763067496723461","0,348646917412037","-0,192467234600262","0,400559310457303","-0,0918892529488859",0,"-0,0534272608125819",0,"0,0169573191051052",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
638/06,01-29871,H,05/06/2006,722/02    ,01-19839,960/3     ,01-21376,0,"0,243479685452162","0,620963650242331","0,244421363040629","0,9592870380389","2,0472752293578","0,477276726299967","3,95203276539974","0,50152794204237","4,97567038007864","0,16526605504587","0,438633735104162","0,0443682830930537","0,507487792610938","2,26193250327654","0,498883582842277","0,512532765399738","0,452357011299308","-0,0468892529488859",0,"0,0015727391874181",0,"0,154258257227492",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
636/06    ,01-29870,H,01/06/2006,825/7,01-11220,916/2,01-19447,"0,02","-0,409520314547838","0,444424294304301","0,211421363040629","0,956432613101324","-0,548724770642202","0,334056839307523","2,72203276539974","0,452885676804417","2,44767038007864","0,23176605504587","0,298705457594643","-0,0196317169069463","0,417910424381849","1,49593250327654","0,369452435277873","-0,0324672346002623","0,355710346695551","-0,0838892529488859",0,"-0,0354272608125819",0,"0,0412662987549055",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
634/06,01-29863,H,30/05/2006,874/1     ,01-15348,618,01-12237,0,"-0,211020314547837","0,59436036939273","0,257921363040629","0,960215652179673","0,281775229357798","0,449662966092291","0,270032765399738","0,540263186152335","0,410920380078637","-1,90573394495413","0,465014880714278","0,117368283093054","0,53802758684897","-0,921567496723461","0,514968426998075","0,144032765399738","0,528268079841196","-0,343889252948886",0,"-0,0249272608125819",0,"-0,0195051829539625",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
636/06,01-29864,H,27/05/2006,825/7,01-11220,464/6,01-8849,0,"-0,262020314547837","0,550647287501864","0,00492136304062907","0,955458163456048","-1,2992247706422","0,409168931624309","2,21903276539974","0,396590225942126","1,56942038007864","0,26326605504587","0,295124065920952","0,0908682830930537","0,437697323921932","0,609932503276539","0,444505180740997","-0,253967234600262","0,355710346695551","-0,127889252948886","0,0264663482486986","-0,0489272608125819","0,0742269619025209","0,0070523611532254",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
632/06,01-29862,H,24/05/2006,825/7     ,01-11220,750,01-15745,"0,01","-0,146520314547837","0,558286609031449","0,125421363040629","0,956432613101324","-1,8497247706422","0,398257325433276","0,384032765399738","0,441762154908041","-0,540829619921363","0,60526605504587","0,365121201881638","-0,00463171690694627","0,417910424381849","0,89343250327654","0,434088871086393","-0,0629672346002623","0,355710346695551","-0,219889252948886",0,"-0,0389272608125819",0,"-0,0176773928644451",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
630-06,01-29861,H,22/05/2006,874/1,01-15348,482/6,01-9086,0,"-0,771020314547837","0,50129366322303","0,0439213630406291","0,9592870380389","0,559775229357798","0,398257325433276","0,280032765399738","0,522526046007322","0,559920380078637","-3,33023394495413","0,392330996877778","0,0398682830930537","0,507487792610938","0,601932503276539","0,404142567975954","0,221532765399738","0,400559310457303","-0,368889252948886",0,"-0,0249272608125819","0,0742269619025209","-0,024395164397259",INTA-LOS DIAMANTES,INTA-LOS DIAMANTES
